City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,arar,30.9753,41.0381,11.01,43,40,1.54,SA,1732592073
359,cadale,2.7603,46.3222,27.57,76,37,4.67,SO,1732592124
360,berezovyy,51.6667,135.7,-5.84,76,100,1.14,RU,1732592124
361,manta,-0.95,-80.7333,22.88,83,75,4.69,EC,1732592124
362,mezohegyes,46.3167,20.8167,3.91,72,10,3.72,HU,1732592124
363,tonota,-21.4833,27.4833,21.84,69,89,2.46,BW,1732592125
364,kurchatov,51.6601,35.6521,-3.17,73,1,2.67,RU,1732592125
365,porto velho,-8.7619,-63.9039,27.03,89,0,0.0,BR,1732592056
366,valderice,38.0401,12.6151,12.5,100,20,4.63,IT,1732592125
367,arcachon,44.5875,-1.0519,7.03,100,75,3.6,FR,1732592125
368,constantia,44.1833,28.65,-2.39,57,79,2.49,RO,1732592126
369,bandar abbas,27.1865,56.2808,23.99,83,40,2.06,IR,1732592126
370,port alfred,-33.5906,26.891,18.99,88,100,0.89,ZA,1732592126
371,walker,30.7335,-95.5669,11.88,71,0,4.12,US,1732591847
372,prado,-17.3411,-39.2208,21.16,76,19,3.18,BR,1732592126
373,adigrat,14.277,39.462,12.47,47,16,1.32,ET,1732592126
374,st. john's,47.5649,-52.7093,5.08,96,100,4.92,CA,1732592126
375,mejit,10.2753,170.8646,28.13,82,54,9.17,MH,1732592127
376,higuera de zaragoza,25.95,-109.2833,20.11,66,100,3.51,MX,1732592127
377,dakhla,23.6848,-15.958,20.26,89,45,5.25,EH,1732592127
378,owando,-0.4819,15.8999,22.03,94,100,0.69,CG,1732592127
379,kourou,5.1552,-52.6478,25.12,93,17,3.09,GF,1732592127
380,opuwo,-18.0607,13.84,20.08,32,16,0.9,NA,1732592127
381,marquette,46.5333,-87.6335,0.02,97,100,1.34,US,1732592127
382,neon karlovasion,37.7903,26.7044,9.39,73,2,5.19,GR,1732592128
383,adrar,20.5022,-10.0711,19.29,16,0,4.77,MR,1732592128
384,taltal,-25.4,-70.4833,16.92,83,53,1.78,CL,1732592128
385,la'ie,21.6477,-157.9253,25.66,77,0,0.45,US,1732592128
386,richards bay,-28.783,32.0377,23.95,81,11,4.41,ZA,1732592104
387,kula,38.5473,28.6498,-1.3,77,39,1.56,TR,1732592128
388,chos malal,-37.3781,-70.2709,13.2,49,0,3.94,AR,1732592128
389,saint-joseph,-21.3667,55.6167,25.21,80,42,4.42,RE,1732592129
390,ca mau,9.1769,105.15,30.62,61,100,6.26,VN,1732592129
391,castillos,-34.1667,-53.8333,19.28,98,100,2.45,UY,1732592129
392,lorengau,-2.0226,147.2712,28.09,82,91,4.31,PG,1732592129
393,paracuru,-3.41,-39.0306,25.38,80,15,3.62,BR,1732592129
394,soe,-9.8607,124.284,28.84,52,94,3.68,ID,1732592129
395,whitecourt,54.1502,-115.6855,-15.42,92,20,4.12,CA,1732592129
396,pingnan,23.5543,110.3976,20.38,34,71,4.88,CN,1732592129
397,shingu,33.7333,135.9833,18.45,69,100,7.71,JP,1732592130
398,baturaja,-4.1333,104.1667,30.25,68,100,1.6,ID,1732592130
399,san antonio de pale,-1.4014,5.6325,25.9,83,94,4.86,GQ,1732592130
400,nacala,-14.5428,40.6728,27.44,80,66,0.81,MZ,1732592130
401,colonia,50.9333,6.95,8.92,84,0,3.09,DE,1732592130
402,mariental,-24.6333,17.9667,20.58,26,24,4.36,NA,1732592130
403,sao vicente,-23.9631,-46.3919,21.1,26,40,0.93,BR,1732592131
404,puerto baquerizo moreno,-0.9,-89.6,21.8,71,74,4.29,EC,1732592131
405,mugia,43.1041,-9.2179,13.28,77,100,7.3,ES,1732592131
406,el calafate,-50.3408,-72.2768,11.25,65,62,0.82,AR,1732591956
407,malango,-2.9627,119.9001,25.83,83,83,1.16,ID,1732592131
408,jataizinho,-23.2542,-50.98,26.32,53,0,1.03,BR,1732592131
409,labytnangi,66.6572,66.4183,-5.02,90,100,10.1,RU,1732592131
410,buncrana,55.1333,-7.45,5.19,87,100,2.41,IE,1732592131
411,tual,-5.6667,132.75,29.11,70,40,1.27,ID,1732592132
412,fort mcmurray,56.7268,-111.381,-12.23,78,100,4.12,CA,1732592132
413,myrtle beach,33.6891,-78.8867,14.03,89,0,3.6,US,1732592132
414,jieshi,22.8134,115.8257,21.82,55,0,5.79,CN,1732592132
415,pueblo,38.2545,-104.6091,1.34,74,100,1.5,US,1732592106
416,nema,57.5067,50.5011,-3.83,98,50,1.51,RU,1732592132
417,howrah,22.5892,88.3103,22.0,73,33,2.57,IN,1732592132
418,toliara,-23.35,43.6667,28.49,60,28,2.84,MG,1732592133
419,pitimbu,-7.4706,-34.8086,25.36,72,100,3.57,BR,1732592133
420,filiatra,37.15,21.5833,13.23,59,0,1.91,GR,1732592133
421,yigo village,13.5361,144.8886,29.86,77,40,9.77,GU,1732592133
422,la rinconada,37.4873,-5.9826,12.46,84,100,2.05,ES,1732592133
423,ta`u,-14.2336,-169.5144,27.96,77,75,5.41,AS,1732592133
424,bamboo flat,11.7,92.7167,26.05,89,100,3.6,IN,1732592133
425,gwaram,11.2764,9.8858,16.02,36,0,2.68,NG,1732592133
426,fale old settlement,-9.3852,-171.2468,28.94,74,8,7.23,TK,1732592134
427,mali,12.079,-12.2982,15.93,27,25,0.91,GN,1732592134
428,touggourt,33.1053,6.058,9.06,87,0,0.0,DZ,1732592134
429,xai-xai,-25.0519,33.6442,23.12,81,1,4.2,MZ,1732592134
430,novodvinsk,64.4165,40.8122,1.86,93,100,5.43,RU,1732592134
431,ghat,24.9647,10.1728,12.59,57,0,1.25,LY,1732592134
432,tecuci,45.8497,27.4344,-0.73,66,0,2.41,RO,1732592134
433,zemio,5.0314,25.1361,19.66,72,12,0.14,CF,1732592134
434,blackwell,36.8045,-97.2828,1.01,76,0,0.0,US,1732592134
435,ulanhot,46.0833,122.0833,-9.04,69,54,7.77,CN,1732592135
436,carutapera,-1.195,-46.02,26.23,76,60,3.87,BR,1732592135
437,mount pearl,47.5166,-52.7813,4.62,98,100,3.6,CA,1732592115
438,thunder bay,48.4001,-89.3168,-2.01,93,100,1.54,CA,1732592001
439,maridi,4.9158,29.4742,21.01,86,96,1.62,SS,1732592135
440,hotan,37.0997,79.9269,4.92,25,97,2.17,CN,1732592135
441,punta del este,-34.9667,-54.95,21.06,98,100,5.66,UY,1732591900
442,cidade velha,14.9167,-23.6167,24.26,78,20,6.17,CV,1732592136
443,ambalangoda,6.2355,80.0538,26.1,87,100,8.67,LK,1732592136
444,santa rita,-7.1139,-34.9781,25.37,83,0,2.06,BR,1732592136
445,anna regina,7.2644,-58.5077,26.62,83,99,3.51,GY,1732592136
446,fatehgarh churian,31.8621,74.9553,15.92,27,0,1.71,IN,1732592136
447,stornoway,58.2093,-6.3865,4.49,88,100,2.57,GB,1732592136
448,maun,-19.9833,23.4167,20.05,74,12,1.96,BW,1732592136
449,sal rei,16.1833,-22.9167,24.43,77,8,6.41,CV,1732592136
450,bryne,58.7354,5.6477,9.41,79,75,8.23,NO,1732592137
451,geraldton,-28.7667,114.6,24.23,20,0,8.16,AU,1732591890
452,karlskrona,56.1616,15.5866,8.25,90,100,6.05,SE,1732592137
453,la ronge,55.1001,-105.2842,-12.86,85,100,2.06,CA,1732592137
454,airway heights,47.6446,-117.5933,4.55,83,100,3.09,US,1732592009
455,great falls,47.5002,-111.3008,-9.34,92,20,3.6,US,1732592018
456,orbottyan,47.6871,19.2824,2.22,91,10,2.32,HU,1732592137
457,ebon,4.582,168.6964,28.42,78,95,6.4,MH,1732592137
458,alice springs,-23.7,133.8833,31.75,37,22,5.66,AU,1732592138
459,beledweyne,4.7358,45.2036,26.01,79,20,4.6,SO,1732592138
460,kupang,-10.1667,123.5833,33.32,66,40,4.12,ID,1732592130
461,yeosu,34.7546,127.6599,11.41,56,66,11.53,KR,1732592138
462,mogocha,53.7333,119.7667,-13.16,79,100,3.86,RU,1732592138
463,priyutnoye,46.1011,43.5072,6.19,83,100,4.34,RU,1732592138
464,ghadamis,30.1337,9.5007,12.53,54,0,2.86,LY,1732592138
465,juana diaz,18.0525,-66.5066,25.51,87,39,2.03,PR,1732591870
466,galliano,29.4422,-90.2992,20.0,88,0,2.06,US,1732592139
467,zyryanovsk,49.7386,84.2719,-14.65,93,27,0.24,KZ,1732592139
468,horn,51.8715,8.9451,8.21,87,100,4.93,DE,1732592139
469,tinajo,29.0788,-13.7081,19.49,83,0,3.09,ES,1732592139
470,tanumah,27.1,44.1333,16.55,52,64,3.51,SA,1732592139
471,kapit,2.0167,112.9333,30.07,71,95,0.52,MY,1732592139
472,radhanpur,23.8333,71.6,24.6,26,0,1.95,IN,1732592140
473,fonte boa,-2.4959,-66.2662,24.89,82,2,0.19,BR,1732592140
474,sao joao da barra,-21.6403,-41.0511,22.14,71,69,4.56,BR,1732592140
475,hualien city,23.9769,121.6044,22.4,89,63,6.97,TW,1732592140
476,cartagena,10.3997,-75.5144,28.79,84,40,4.47,CO,1732591882
477,mont-laurier,46.5501,-75.4993,-0.69,86,84,1.31,CA,1732592140
478,xinyuan,37.3,99.0,-9.63,33,3,3.72,CN,1732592140
479,saskatoon,52.1168,-106.6345,-22.01,84,100,1.03,CA,1732591886
480,san patricio,28.017,-97.5169,22.97,48,7,8.69,US,1732592140
481,deqen,29.9618,90.7188,1.19,30,0,1.57,CN,1732592141
482,volodarskiy,46.4013,48.5409,4.65,74,100,5.06,RU,1732592141
483,jingdezhen,29.2947,117.2079,11.53,49,0,1.99,CN,1732591679
484,trairi,-3.2778,-39.2689,25.3,77,9,3.09,BR,1732591923
485,manadhoo,5.7667,73.3833,27.54,77,100,2.65,MV,1732592141
486,bac lieu,9.285,105.7244,28.96,71,100,8.11,VN,1732592141
487,greenville,35.6127,-77.3663,12.01,86,29,3.77,US,1732592018
488,lago da pedra,-4.3333,-45.1667,23.34,91,39,1.65,BR,1732592141
489,glendive,47.1053,-104.7125,-11.21,85,75,3.09,US,1732591993
490,luanda,-8.8368,13.2343,26.0,83,40,2.57,AO,1732592142
491,sola,-13.8833,167.55,30.37,79,75,0.0,VU,1732592142
492,zhicheng,30.2956,111.5047,11.44,27,98,2.04,CN,1732592142
493,strathalbyn,-35.2667,138.9,31.58,34,96,4.27,AU,1732592142
494,hammerfest,70.6634,23.6821,-1.75,86,75,3.6,NO,1732592142
495,turkmenbasy,40.0222,52.9552,7.43,76,0,2.06,TM,1732592142
496,san juan,-31.5375,-68.5364,25.9,29,0,2.94,AR,1732591899
497,sabzevar,36.2126,57.6819,4.6,65,20,5.14,IR,1732592143
498,kabwe,-14.4469,28.4464,19.99,80,100,0.95,ZM,1732592143
499,tippi,7.2,35.45,17.79,97,96,1.18,ET,1732592143
500,karamay,45.6004,84.8661,-1.15,51,2,1.37,CN,1732592143
501,margate,51.3813,1.3862,8.72,78,100,6.52,GB,1732592143
502,arac,41.2422,33.3277,-0.45,98,100,1.23,TR,1732592143
503,shahabad,27.65,79.95,21.14,36,0,1.46,IN,1732592143
504,ploudalmezeau,48.5333,-4.65,7.83,88,64,2.57,FR,1732592143
505,gotse delchev,41.5667,23.7333,2.37,63,100,0.68,BG,1732592144
506,aitape,-3.1374,142.3475,29.46,71,98,1.98,PG,1732592144
507,gweru,-19.45,29.8167,17.61,72,87,2.48,ZW,1732592144
508,jalai nur,49.45,117.7,-10.32,72,97,6.29,CN,1732592144
509,greenland,43.0362,-70.8328,2.06,79,75,0.0,US,1732592144
510,antigonish,45.6169,-61.9986,6.12,96,100,2.68,CA,1732592144
511,yalutorovsk,56.6536,66.3006,-5.89,88,5,3.1,RU,1732592144
512,sittwe,20.15,92.9,24.04,51,100,2.39,MM,1732592144
513,lilongwe,-13.9669,33.7873,22.6,66,16,1.48,MW,1732591948
514,okha,53.5739,142.9478,-3.93,84,23,1.9,RU,1732592145
515,lunglei,22.8833,92.7333,23.84,43,69,0.41,IN,1732592145
516,sterling,39.0062,-77.4286,12.47,70,75,2.57,US,1732592009
517,yucheng,34.9289,116.4653,6.41,25,0,5.97,CN,1732592145
518,tobelo,1.7284,128.0095,28.97,74,46,1.51,ID,1732592145
519,pyin oo lwin,22.0333,96.4667,19.65,67,95,0.86,MM,1732592145
520,kandi,11.1342,2.9386,18.74,27,12,2.19,BJ,1732592145
521,hrebinka,50.1171,32.4361,-2.15,61,10,2.55,UA,1732592145
522,barra de santo antonio,-9.4047,-35.5072,24.74,80,95,3.79,BR,1732592146
523,kalmunai,7.4167,81.8167,24.98,90,100,5.46,LK,1732592146
524,pyt-yakh,60.7499,72.8582,-3.12,85,22,4.96,RU,1732592146
525,askoy,60.4092,5.226,8.16,95,75,4.12,NO,1732592146
526,chernyshevskiy,63.0128,112.4714,-19.29,94,100,4.32,RU,1732592146
527,argo,37.6333,22.7333,7.47,60,0,1.57,GR,1732592146
528,kara,9.5511,1.1861,21.03,25,0,2.01,TG,1732592146
529,alotau,-10.3069,150.4462,30.53,61,100,1.95,PG,1732592147
530,nobeoka,32.5833,131.6667,18.0,98,100,3.59,JP,1732592147
531,new plymouth,-39.0667,174.0833,16.84,100,49,5.43,NZ,1732592147
532,kill devil hills,36.0307,-75.676,12.77,79,0,1.54,US,1732592101
533,ouezzane,34.7971,-5.5822,14.08,81,61,1.33,MA,1732592147
534,shitanjing,39.2342,106.3439,-5.21,22,26,15.5,CN,1732592147
535,ar ruways,24.1103,52.7306,24.03,53,21,4.03,AE,1732592147
536,santiago,-33.4569,-70.6483,16.53,54,0,5.14,CL,1732592147
537,kidal,18.4411,1.4078,20.27,25,69,6.16,ML,1732592148
538,horsham,51.064,-0.3272,7.92,87,0,1.03,GB,1732592148
539,ketchikan,55.3422,-131.6461,0.99,74,100,2.57,US,1732592148
540,finote selam,10.7,37.2667,14.55,90,78,0.91,ET,1732592148
541,bel ombre,-4.6167,55.4167,26.91,78,20,1.03,SC,1732592148
542,stranraer,54.9023,-5.0273,7.6,81,76,8.0,GB,1732592148
543,plouzane,48.3833,-4.6167,8.03,89,75,2.57,FR,1732592148
544,keetmanshoop,-26.5833,18.1333,12.81,59,79,6.68,NA,1732592148
545,kone,-21.0595,164.8658,30.74,58,99,2.0,NC,1732592149
546,alofi,-19.0595,-169.9187,26.94,83,75,6.69,NU,1732592149
547,okhansk,57.7186,55.3877,-7.43,96,7,1.29,RU,1732592149
548,bakanas,44.8081,76.2772,3.15,52,0,1.61,KZ,1732592149
549,san carlos del zulia,9.0,-71.9135,24.58,89,100,1.32,VE,1732592149
550,changji,44.0167,87.3167,-8.56,86,5,2.0,CN,1732592149
551,suileng,47.25,127.0833,-0.35,98,100,3.76,CN,1732592149
552,champerico,14.3,-91.9167,25.37,78,4,2.44,GT,1732592150
553,liuduzhai,27.3661,110.935,10.5,49,98,1.38,CN,1732592150
554,ratnagiri,16.9833,73.3,26.15,43,93,5.1,IN,1732592150
555,shunyi,40.125,116.6453,1.97,21,0,11.0,CN,1732592150
556,santa rosalia,27.3167,-112.2833,18.93,50,100,1.22,MX,1732592150
557,puli,23.9664,120.9695,24.96,63,5,2.21,TW,1732592150
558,cam ranh,11.9214,109.1591,29.98,70,40,9.77,VN,1732592150
559,ankang,32.68,109.0172,9.23,54,100,1.56,CN,1732592150
560,ambon,-3.6954,128.1814,32.08,66,40,2.57,ID,1732592027
561,taroa,8.7058,171.2275,26.96,85,87,9.9,MH,1732592151
562,deniliquin,-35.5333,144.9667,31.85,33,73,3.62,AU,1732592151
563,burley,42.5357,-113.7928,3.98,56,0,8.23,US,1732592151
564,bay roberts,47.5999,-53.2648,5.59,97,96,3.13,CA,1732592151
565,mandal,25.45,74.5667,21.75,25,0,0.22,IN,1732592151
566,sisimiut,66.9395,-53.6735,-4.33,84,100,10.28,GL,1732592151
567,zyrya,40.3661,50.2917,10.05,84,75,6.83,AZ,1732592151
568,catriel,-37.8791,-67.7956,18.71,32,0,8.94,AR,1732592152
569,yakeshi,49.2833,120.7333,-11.08,91,100,4.31,CN,1732592152
570,pangkalanbuun,-2.6833,111.6167,34.57,48,100,1.21,ID,1732592152
571,stanwood,48.2412,-122.3707,6.93,98,100,2.06,US,1732592152
572,taoudenni,22.6783,-3.9836,19.56,30,6,4.21,ML,1732592152
573,tenno,39.9,139.9667,12.75,52,21,7.39,JP,1732592152
574,cockburn town,21.4612,-71.1419,26.79,84,100,9.57,TC,1732592152
575,igarka,67.4667,86.5833,-7.93,92,100,6.08,RU,1732592152
576,madinat ash shamal,26.1293,51.2009,24.65,73,78,4.4,QA,1732592153
